project_id,project_name,ministry,sector,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,status,cost_overrun_pct,revised_cost_missing,possible_outlier,date_is_synthetic,cost_is_estimated,primary_delay_cause
100922,Roads & Highways Project 100922,Ministry of Road Transport & Highways,Roads & Highways,1302.08,1235.92,857.5,82.9,On Track,-5.08,False,False,True,True,
100923,Roads & Highways Project 100923,Ministry of Road Transport & Highways,Roads & Highways,475.72,502.5,304.51,72.4,On Track,5.63,False,False,True,True,
100924,Roads & Highways Project 100924,Ministry of Road Transport & Highways,Roads & Highways,650.84,580.21,204.48,45.8,Delayed,-10.85,False,False,True,True,land acquisition delays
100925,Roads & Highways Project 100925,Ministry of Road Transport & Highways,Roads & Highways,823.16,677.13,396.69,69.5,On Track,-17.74,False,False,True,True,
100926,Roads & Highways Project 100926,Ministry of Road Transport & Highways,Roads & Highways,932.74,919.55,504.27,65.8,On Track,-1.41,False,False,True,True,
100927,Roads & Highways Project 100927,Ministry of Road Transport & Highways,Roads & Highways,656.12,627.57,377.68,80.7,On Track,-4.35,False,False,True,True,
100928,Roads & Highways Project 100928,Ministry of Road Transport & Highways,Roads & Highways,2526.37,2527.37,1999.11,97.5,On Track,0.04,False,False,True,True,
100929,Roads & Highways Project 100929,Ministry of Road Transport & Highways,Roads & Highways,975.79,937.44,496.84,64.2,On Track,-3.93,False,False,True,True,
100930,Roads & Highways Project 100930,Ministry of Road Transport & Highways,Roads & Highways,250.17,242.6,160.06,94.1,On Track,-3.03,False,False,True,True,
100931,Roads & Highways Project 100931,Ministry of Road Transport & Highways,Roads & Highways,1045.27,902.46,83.29,26.5,Delayed,-13.66,False,False,True,True,land acquisition delays
100932,Roads & Highways Project 100932,Ministry of Road Transport & Highways,Roads & Highways,1931.64,2021.41,293.64,13.1,Critical,4.65,False,False,True,True,contractual disputes and arbitration
100933,Roads & Highways Project 100933,Ministry of Road Transport & Highways,Roads & Highways,344.51,366.28,76.92,21.7,Critical,6.32,False,False,True,True,land acquisition delays
100934,Roads & Highways Project 100934,Ministry of Road Transport & Highways,Roads & Highways,532.1,563.25,57.99,21.4,Critical,5.85,False,False,True,True,financing tie-up delays
100935,Roads & Highways Project 100935,Ministry of Road Transport & Highways,Roads & Highways,441.97,419.01,109.02,34.5,Delayed,-5.19,False,False,True,True,financing tie-up delays
100936,Roads & Highways Project 100936,Ministry of Road Transport & Highways,Roads & Highways,2329.06,2197.74,1032.2,55.2,On Track,-5.64,False,False,True,True,
100937,Roads & Highways Project 100937,Ministry of Road Transport & Highways,Roads & Highways,1728.89,1677.31,1241.82,94.3,On Track,-2.98,False,False,True,True,
100938,Roads & Highways Project 100938,Ministry of Road Transport & Highways,Roads & Highways,1421.97,1227.34,220.0,19.7,Critical,-13.69,False,False,True,True,land acquisition delays
100939,Roads & Highways Project 100939,Ministry of Road Transport & Highways,Roads & Highways,645.63,590.29,276.21,60.3,On Track,-8.57,False,False,True,True,
100940,Roads & Highways Project 100940,Ministry of Road Transport & Highways,Roads & Highways,542.65,520.78,367.12,84.6,On Track,-4.03,False,False,True,True,
100941,Roads & Highways Project 100941,Ministry of Road Transport & Highways,Roads & Highways,255.63,269.21,62.67,35.2,Delayed,5.31,False,False,True,True,forest/environment clearance delays
100942,Roads & Highways Project 100942,Ministry of Road Transport & Highways,Roads & Highways,174.53,166.77,78.16,57.4,On Track,-4.45,False,False,True,True,
100943,Roads & Highways Project 100943,Ministry of Road Transport & Highways,Roads & Highways,250.62,215.3,80.49,57.5,On Track,-14.09,False,False,True,True,
100944,Roads & Highways Project 100944,Ministry of Road Transport & Highways,Roads & Highways,2529.71,2614.31,1508.44,74.8,On Track,3.34,False,False,True,True,
100945,Roads & Highways Project 100945,Ministry of Road Transport & Highways,Roads & Highways,347.47,317.23,230.22,92.4,On Track,-8.7,False,False,True,True,
100946,Roads & Highways Project 100946,Ministry of Road Transport & Highways,Roads & Highways,183.12,180.96,142.89,97.4,On Track,-1.18,False,False,True,True,
100947,Roads & Highways Project 100947,Ministry of Road Transport & Highways,Roads & Highways,127.02,120.8,82.29,87.2,On Track,-4.9,False,False,True,True,
100948,Roads & Highways Project 100948,Ministry of Road Transport & Highways,Roads & Highways,794.23,751.47,29.14,9.6,Critical,-5.38,True,False,True,True,forest/environment clearance delays
100949,Roads & Highways Project 100949,Ministry of Road Transport & Highways,Roads & Highways,2040.42,1930.56,988.11,69.8,On Track,-5.38,True,False,True,True,
100950,Roads & Highways Project 100950,Ministry of Road Transport & Highways,Roads & Highways,511.46,511.37,244.53,66.0,On Track,-0.02,False,False,True,True,
100951,Roads & Highways Project 100951,Ministry of Road Transport & Highways,Roads & Highways,960.34,908.64,315.45,34.2,Delayed,-5.38,True,False,True,True,scope changes and structural revisions
100952,Roads & Highways Project 100952,Ministry of Road Transport & Highways,Roads & Highways,1809.73,1665.24,1074.45,84.3,On Track,-7.98,False,False,True,True,
100953,Roads & Highways Project 100953,Ministry of Road Transport & Highways,Roads & Highways,1293.84,1515.71,613.47,49.5,Delayed,17.15,False,False,True,True,tendering and ordering delays
100954,Roads & Highways Project 100954,Ministry of Road Transport & Highways,Roads & Highways,2698.55,2522.29,808.61,45.3,Delayed,-6.53,False,False,True,True,forest/environment clearance delays
100955,Roads & Highways Project 100955,Ministry of Road Transport & Highways,Roads & Highways,1337.19,1420.52,1012.93,95.4,On Track,6.23,False,False,True,True,
100956,Roads & Highways Project 100956,Ministry of Road Transport & Highways,Roads & Highways,561.51,514.04,296.82,63.2,On Track,-8.45,False,False,True,True,
100957,Roads & Highways Project 100957,Ministry of Road Transport & Highways,Roads & Highways,574.81,572.49,396.37,100.0,Completed,-0.4,False,False,True,True,
100958,Roads & Highways Project 100958,Ministry of Road Transport & Highways,Roads & Highways,519.75,467.17,244.98,72.2,On Track,-10.12,False,False,True,True,
100959,Roads & Highways Project 100959,Ministry of Road Transport & Highways,Roads & Highways,823.49,765.39,393.58,61.3,On Track,-7.06,False,False,True,True,
100960,Roads & Highways Project 100960,Ministry of Road Transport & Highways,Roads & Highways,1012.92,971.62,406.66,57.9,On Track,-4.08,False,False,True,True,
100961,Roads & Highways Project 100961,Ministry of Road Transport & Highways,Roads & Highways,1008.2,925.5,224.05,36.1,Delayed,-8.2,False,False,True,True,forest/environment clearance delays
100962,Roads & Highways Project 100962,Ministry of Road Transport & Highways,Roads & Highways,1123.57,1063.08,632.74,71.0,On Track,-5.38,True,False,True,True,
100963,Roads & Highways Project 100963,Ministry of Road Transport & Highways,Roads & Highways,231.67,231.07,146.98,81.5,On Track,-0.26,False,False,True,True,
100964,Roads & Highways Project 100964,Ministry of Road Transport & Highways,Roads & Highways,660.61,604.44,325.78,61.8,On Track,-8.5,False,False,True,True,
100965,Roads & Highways Project 100965,Ministry of Road Transport & Highways,Roads & Highways,460.88,479.03,184.56,42.9,Delayed,3.94,False,False,True,True,tendering and ordering delays
100966,Roads & Highways Project 100966,Ministry of Road Transport & Highways,Roads & Highways,373.35,361.6,114.58,43.1,Delayed,-3.15,False,False,True,True,land acquisition delays
100967,Roads & Highways Project 100967,Ministry of Road Transport & Highways,Roads & Highways,251.19,238.8,159.3,87.6,On Track,-4.93,False,False,True,True,
100968,Roads & Highways Project 100968,Ministry of Road Transport & Highways,Roads & Highways,1312.79,1241.31,831.69,76.6,On Track,-5.44,False,False,True,True,
100969,Roads & Highways Project 100969,Ministry of Road Transport & Highways,Roads & Highways,3033.86,2780.11,2199.07,98.1,On Track,-8.36,False,False,True,True,
100970,Roads & Highways Project 100970,Ministry of Road Transport & Highways,Roads & Highways,89.04,84.7,11.61,26.2,Delayed,-4.87,False,False,True,True,forest/environment clearance delays
100971,Roads & Highways Project 100971,Ministry of Road Transport & Highways,Roads & Highways,818.64,775.94,402.26,74.1,On Track,-5.22,False,False,True,True,
100972,Roads & Highways Project 100972,Ministry of Road Transport & Highways,Roads & Highways,436.59,397.8,102.94,33.3,Delayed,-8.88,False,False,True,True,delays in detailed engineering
100973,Roads & Highways Project 100973,Ministry of Road Transport & Highways,Roads & Highways,1183.17,1144.21,374.96,43.2,Delayed,-3.29,False,False,True,True,law-and-order and local right-of-way issues
100974,Roads & Highways Project 100974,Ministry of Road Transport & Highways,Roads & Highways,6075.51,6353.07,4440.81,99.8,Completed,4.57,False,False,True,True,
100975,Roads & Highways Project 100975,Ministry of Road Transport & Highways,Roads & Highways,464.83,468.99,151.11,41.9,Delayed,0.89,False,False,True,True,delays in detailed engineering
100976,Roads & Highways Project 100976,Ministry of Road Transport & Highways,Roads & Highways,724.19,704.09,225.56,47.1,Delayed,-2.78,False,False,True,True,land acquisition delays
100977,Roads & Highways Project 100977,Ministry of Road Transport & Highways,Roads & Highways,664.06,600.56,165.67,41.8,Delayed,-9.56,False,False,True,True,financing tie-up delays
100978,Roads & Highways Project 100978,Ministry of Road Transport & Highways,Roads & Highways,741.27,694.93,282.83,46.2,Delayed,-6.25,False,False,True,True,land acquisition delays
100979,Roads & Highways Project 100979,Ministry of Road Transport & Highways,Roads & Highways,1078.99,1046.59,782.17,98.8,On Track,-3.0,False,False,True,True,
100980,Roads & Highways Project 100980,Ministry of Road Transport & Highways,Roads & Highways,317.99,311.84,54.56,26.0,Delayed,-1.93,False,False,True,True,tendering and ordering delays
100981,Roads & Highways Project 100981,Ministry of Road Transport & Highways,Roads & Highways,156.39,159.78,25.69,19.8,Critical,2.17,False,False,True,True,contractual disputes and arbitration
100982,Roads & Highways Project 100982,Ministry of Road Transport & Highways,Roads & Highways,436.78,430.32,232.3,67.8,On Track,-1.48,False,False,True,True,
100983,Roads & Highways Project 100983,Ministry of Road Transport & Highways,Roads & Highways,359.24,354.13,125.76,47.5,Delayed,-1.42,False,False,True,True,financing tie-up delays
100984,Roads & Highways Project 100984,Ministry of Road Transport & Highways,Roads & Highways,2087.34,2087.35,1125.97,67.2,On Track,0.0,False,False,True,True,
100985,Roads & Highways Project 100985,Ministry of Road Transport & Highways,Roads & Highways,534.64,511.25,404.4,98.4,On Track,-4.37,False,False,True,True,
100986,Roads & Highways Project 100986,Ministry of Road Transport & Highways,Roads & Highways,476.79,500.18,377.32,98.3,On Track,4.91,False,False,True,True,
100987,Roads & Highways Project 100987,Ministry of Road Transport & Highways,Roads & Highways,2692.08,2667.03,1332.44,62.8,On Track,-0.93,False,False,True,True,
100988,Roads & Highways Project 100988,Ministry of Road Transport & Highways,Roads & Highways,473.09,472.3,305.8,82.7,On Track,-0.17,False,False,True,True,
100989,Roads & Highways Project 100989,Ministry of Road Transport & Highways,Roads & Highways,3943.53,3635.15,929.35,40.9,Delayed,-7.82,False,False,True,True,delays in detailed engineering
100990,Roads & Highways Project 100990,Ministry of Road Transport & Highways,Roads & Highways,639.96,567.9,146.9,21.1,Critical,-11.26,False,False,True,True,forest/environment clearance delays
100991,Roads & Highways Project 100991,Ministry of Road Transport & Highways,Roads & Highways,653.72,630.56,305.69,63.9,On Track,-3.54,False,False,True,True,
100992,Roads & Highways Project 100992,Ministry of Road Transport & Highways,Roads & Highways,1208.42,1099.8,532.26,68.2,On Track,-8.99,False,False,True,True,
100993,Roads & Highways Project 100993,Ministry of Road Transport & Highways,Roads & Highways,567.35,522.45,199.93,49.9,Delayed,-7.91,False,False,True,True,scope changes and structural revisions
100994,Roads & Highways Project 100994,Ministry of Road Transport & Highways,Roads & Highways,353.36,319.39,191.51,74.6,On Track,-9.61,False,False,True,True,
100995,Roads & Highways Project 100995,Ministry of Road Transport & Highways,Roads & Highways,616.06,674.33,533.4,100.0,Completed,9.46,False,False,True,True,
100996,Roads & Highways Project 100996,Ministry of Road Transport & Highways,Roads & Highways,880.76,866.35,146.44,31.7,Delayed,-1.64,False,False,True,True,land acquisition delays
100997,Roads & Highways Project 100997,Ministry of Road Transport & Highways,Roads & Highways,378.18,372.89,283.94,99.8,Completed,-1.4,False,False,True,True,
100998,Roads & Highways Project 100998,Ministry of Road Transport & Highways,Roads & Highways,499.02,486.06,234.53,69.2,On Track,-2.6,False,False,True,True,
100999,Roads & Highways Project 100999,Ministry of Road Transport & Highways,Roads & Highways,1192.86,1163.79,473.64,46.1,Delayed,-2.44,False,False,True,True,forest/environment clearance delays
101000,Roads & Highways Project 101000,Ministry of Road Transport & Highways,Roads & Highways,199.69,186.43,94.79,65.8,On Track,-6.64,False,False,True,True,
101001,Roads & Highways Project 101001,Ministry of Road Transport & Highways,Roads & Highways,1524.62,1515.67,981.18,82.9,On Track,-0.59,False,False,True,True,
101002,Roads & Highways Project 101002,Ministry of Road Transport & Highways,Roads & Highways,792.51,755.71,224.28,38.7,Delayed,-4.64,False,False,True,True,geological surprises
101003,Roads & Highways Project 101003,Ministry of Road Transport & Highways,Roads & Highways,844.9,799.41,470.21,76.6,On Track,-5.38,True,False,True,True,
101004,Roads & Highways Project 101004,Ministry of Road Transport & Highways,Roads & Highways,1128.42,1252.52,468.63,42.3,Delayed,11.0,False,False,True,True,forest/environment clearance delays
101005,Railways Project 101005,Ministry of Railways,Railways,930.79,1005.32,245.94,28.0,Delayed,8.01,False,False,True,True,land acquisition delays
101006,Railways Project 101006,Ministry of Railways,Railways,2477.22,2770.79,774.63,37.6,Delayed,11.85,False,False,True,True,land acquisition delays
101007,Railways Project 101007,Ministry of Railways,Railways,1235.73,1169.19,924.84,99.7,Completed,-5.38,True,False,True,True,
101008,Railways Project 101008,Ministry of Railways,Railways,7394.07,8303.47,1671.71,25.4,Delayed,12.3,False,False,True,True,forest/environment clearance delays
101009,Railways Project 101009,Ministry of Railways,Railways,2612.02,3038.93,838.48,36.1,Delayed,16.34,False,False,True,True,scope changes and structural revisions
101010,Railways Project 101010,Ministry of Railways,Railways,2035.62,2265.8,736.48,41.3,Delayed,11.31,False,False,True,True,delays in detailed engineering
101011,Railways Project 101011,Ministry of Railways,Railways,4366.94,5520.86,4339.38,91.9,Delayed,26.42,False,False,True,True,financing tie-up delays
101012,Railways Project 101012,Ministry of Railways,Railways,9614.95,11703.44,3888.4,40.0,Delayed,21.72,False,False,True,True,land acquisition delays
101013,Railways Project 101013,Ministry of Railways,Railways,4985.46,4478.84,2134.35,61.4,On Track,-10.16,False,False,True,True,
101014,Railways Project 101014,Ministry of Railways,Railways,3830.06,4434.41,1186.64,37.9,Delayed,15.78,False,False,True,True,scope changes and structural revisions
101015,Railways Project 101015,Ministry of Railways,Railways,4508.9,4735.59,2407.53,61.1,On Track,5.03,False,False,True,True,
101016,Railways Project 101016,Ministry of Railways,Railways,4303.76,5908.48,2558.27,55.0,Delayed,37.29,False,False,True,True,tendering and ordering delays
101017,Railways Project 101017,Ministry of Railways,Railways,1933.11,2137.86,350.7,31.4,Delayed,10.59,False,False,True,True,financing tie-up delays
101018,Railways Project 101018,Ministry of Railways,Railways,17867.48,22849.96,15206.32,86.4,Delayed,27.89,False,False,True,True,land acquisition delays
101019,Railways Project 101019,Ministry of Railways,Railways,5712.82,6204.54,3533.94,67.2,On Track,8.61,False,False,True,True,
101020,Railways Project 101020,Ministry of Railways,Railways,4063.28,5639.73,4461.03,98.5,Delayed,38.8,False,False,True,True,land acquisition delays
101021,Railways Project 101021,Ministry of Railways,Railways,2658.23,3216.0,1994.54,74.9,Delayed,20.98,False,False,True,True,financing tie-up delays
101022,Railways Project 101022,Ministry of Railways,Railways,2356.77,2875.02,259.61,16.6,Critical,21.99,False,False,True,True,forest/environment clearance delays
101023,Railways Project 101023,Ministry of Railways,Railways,4597.32,5088.65,3146.0,79.2,Delayed,10.69,False,False,True,True,law-and-order and local right-of-way issues
101024,Railways Project 101024,Ministry of Railways,Railways,2789.35,3194.76,2298.95,100.0,Completed,14.53,False,False,True,True,
101025,Railways Project 101025,Ministry of Railways,Railways,3119.9,3053.34,2415.19,100.0,Completed,-2.13,False,False,True,True,
101026,Railways Project 101026,Ministry of Railways,Railways,4128.16,4296.77,166.61,16.8,Critical,4.08,False,False,True,True,land acquisition delays
101027,Railways Project 101027,Ministry of Railways,Railways,5557.62,6926.29,2735.35,43.8,Delayed,24.63,False,False,True,True,land acquisition delays
101028,Railways Project 101028,Ministry of Railways,Railways,3809.86,4333.29,2422.97,73.4,Delayed,13.74,False,False,True,True,land acquisition delays
101029,Railways Project 101029,Ministry of Railways,Railways,1779.94,2381.45,879.1,43.2,Delayed,33.79,False,False,True,True,law-and-order and local right-of-way issues
101030,Railways Project 101030,Ministry of Railways,Railways,849.86,978.06,358.36,55.3,Delayed,15.08,False,False,True,True,land acquisition delays
101031,Railways Project 101031,Ministry of Railways,Railways,800.81,954.02,306.61,45.5,Delayed,19.13,False,False,True,True,forest/environment clearance delays
101032,Railways Project 101032,Ministry of Railways,Railways,902.28,1055.05,498.55,63.6,Delayed,16.93,False,False,True,True,scope changes and structural revisions
101033,Railways Project 101033,Ministry of Railways,Railways,1567.37,1828.46,841.91,62.1,Delayed,16.66,False,False,True,True,forest/environment clearance delays
101034,Railways Project 101034,Ministry of Railways,Railways,2052.5,2102.73,480.77,39.8,Delayed,2.45,False,False,True,True,financing tie-up delays
101035,Railways Project 101035,Ministry of Railways,Railways,1727.07,2123.17,827.05,53.6,Delayed,22.93,False,False,True,True,contractual disputes and arbitration
101036,Railways Project 101036,Ministry of Railways,Railways,3751.62,4220.84,1972.27,59.8,Delayed,12.51,False,False,True,True,land acquisition delays
101037,Railways Project 101037,Ministry of Railways,Railways,4107.9,4803.32,3484.97,89.5,Delayed,16.93,False,False,True,True,forest/environment clearance delays
101038,Railways Project 101038,Ministry of Railways,Railways,4642.96,4583.14,3448.68,98.4,On Track,-1.29,False,False,True,True,
101039,Railways Project 101039,Ministry of Railways,Railways,3692.98,3726.33,2354.0,85.2,On Track,0.9,False,False,True,True,
101040,Railways Project 101040,Ministry of Railways,Railways,2854.2,3470.92,862.28,30.5,Delayed,21.61,False,False,True,True,land acquisition delays
101041,Railways Project 101041,Ministry of Railways,Railways,3433.03,3248.18,1904.51,79.8,On Track,-5.38,True,False,True,True,
101042,Railways Project 101042,Ministry of Railways,Railways,3189.66,3828.78,1331.29,33.5,Delayed,20.04,False,False,True,True,forest/environment clearance delays
101043,Railways Project 101043,Ministry of Railways,Railways,1473.57,1786.56,523.95,47.0,Delayed,21.24,False,False,True,True,geological surprises
101044,Railways Project 101044,Ministry of Railways,Railways,2292.16,2756.14,1050.03,45.7,Delayed,20.24,False,False,True,True,contractual disputes and arbitration
101045,Railways Project 101045,Ministry of Railways,Railways,1147.97,1217.54,963.07,98.8,On Track,6.06,False,False,True,True,
101046,Railways Project 101046,Ministry of Railways,Railways,4553.19,5716.73,1975.56,44.5,Delayed,25.55,False,False,True,True,tendering and ordering delays
101047,Railways Project 101047,Ministry of Railways,Railways,4152.22,5234.35,2638.23,57.4,Delayed,26.06,False,False,True,True,financing tie-up delays
101048,Railways Project 101048,Ministry of Railways,Railways,2433.7,2321.79,881.94,56.7,On Track,-4.6,False,False,True,True,
101049,Railways Project 101049,Ministry of Railways,Railways,6010.53,5686.9,2885.31,57.2,On Track,-5.38,True,False,True,True,
101050,Railways Project 101050,Ministry of Railways,Railways,3578.79,3517.51,1313.87,41.4,Delayed,-1.71,False,False,True,True,land acquisition delays
101051,Railways Project 101051,Ministry of Railways,Railways,3044.52,3786.92,1179.1,50.3,Delayed,24.38,False,False,True,True,delays in detailed engineering
101052,Railways Project 101052,Ministry of Railways,Railways,4766.14,4509.51,2523.72,79.2,On Track,-5.38,True,False,True,True,
101053,Railways Project 101053,Ministry of Railways,Railways,2387.14,2708.93,1956.36,97.4,Delayed,13.48,False,False,True,True,forest/environment clearance delays
101054,Railways Project 101054,Ministry of Railways,Railways,3343.95,4063.82,2824.49,95.5,Delayed,21.53,False,False,True,True,land acquisition delays
101055,Railways Project 101055,Ministry of Railways,Railways,6128.73,5798.74,4097.53,95.6,On Track,-5.38,True,False,True,True,
101056,Railways Project 101056,Ministry of Railways,Railways,3806.98,4371.67,437.34,20.4,Critical,14.83,False,False,True,True,land acquisition delays
101057,Railways Project 101057,Ministry of Railways,Railways,3503.55,4172.26,1076.66,37.8,Delayed,19.09,False,False,True,True,financing tie-up delays
101058,Railways Project 101058,Ministry of Railways,Railways,2999.14,4147.67,3217.36,89.6,Delayed,38.3,False,False,True,True,scope changes and structural revisions
101059,Railways Project 101059,Ministry of Railways,Railways,3504.67,4103.9,1862.36,50.2,Delayed,17.1,False,False,True,True,land acquisition delays
101060,Railways Project 101060,Ministry of Railways,Railways,866.66,927.28,703.69,100.0,Completed,6.99,False,False,True,True,
101061,Railways Project 101061,Ministry of Railways,Railways,19652.88,21701.86,13185.49,77.4,Delayed,10.43,False,False,True,True,scope changes and structural revisions
101062,Railways Project 101062,Ministry of Railways,Railways,2118.96,2576.13,1119.31,51.1,Delayed,21.58,False,False,True,True,contractual disputes and arbitration
101063,Railways Project 101063,Ministry of Railways,Railways,11714.36,14031.1,3566.84,36.3,Delayed,19.78,False,False,True,True,forest/environment clearance delays
101064,Railways Project 101064,Ministry of Railways,Railways,6051.17,7804.56,4345.94,77.8,Delayed,28.98,False,False,True,True,land acquisition delays
101065,Railways Project 101065,Ministry of Railways,Railways,2934.45,3467.82,2007.78,75.8,Delayed,18.18,False,False,True,True,financing tie-up delays
101066,Railways Project 101066,Ministry of Railways,Railways,3056.24,3670.66,1882.59,58.5,Delayed,20.1,False,False,True,True,forest/environment clearance delays
101067,Railways Project 101067,Ministry of Railways,Railways,2520.02,3133.42,1922.04,82.1,Delayed,24.34,False,False,True,True,contractual disputes and arbitration
101068,Railways Project 101068,Ministry of Railways,Railways,1998.29,2273.57,1024.99,51.6,Delayed,13.78,False,False,True,True,land acquisition delays
101069,Railways Project 101069,Ministry of Railways,Railways,2375.12,2644.4,465.97,29.8,Delayed,11.34,False,False,True,True,delays in detailed engineering
101070,Railways Project 101070,Ministry of Railways,Railways,4829.27,4569.25,313.28,20.9,Critical,-5.38,True,False,True,True,tendering and ordering delays
101071,Railways Project 101071,Ministry of Railways,Railways,3825.92,4748.52,3756.08,96.6,Delayed,24.11,False,False,True,True,land acquisition delays
101072,Railways Project 101072,Ministry of Railways,Railways,2313.17,3040.87,2065.28,85.7,Delayed,31.46,False,False,True,True,forest/environment clearance delays
101073,Railways Project 101073,Ministry of Railways,Railways,2750.9,2703.79,1196.01,59.0,On Track,-1.71,False,False,True,True,
101074,Railways Project 101074,Ministry of Railways,Railways,3601.4,4180.0,3293.44,100.0,Completed,16.07,False,False,True,True,
101075,Railways Project 101075,Ministry of Railways,Railways,1598.94,1881.51,1057.55,72.8,Delayed,17.67,False,False,True,True,land acquisition delays
101076,Railways Project 101076,Ministry of Railways,Railways,590.44,685.5,267.31,44.2,Delayed,16.1,False,False,True,True,contractual disputes and arbitration
101077,Railways Project 101077,Ministry of Railways,Railways,3477.34,3972.48,2483.11,89.2,Delayed,14.24,False,False,True,True,land acquisition delays
101078,Railways Project 101078,Ministry of Railways,Railways,2279.36,2755.07,1335.86,55.7,Delayed,20.87,False,False,True,True,contractual disputes and arbitration
101079,Railways Project 101079,Ministry of Railways,Railways,6625.0,8799.27,341.19,6.2,Critical,32.82,False,False,True,True,land acquisition delays
101080,Railways Project 101080,Ministry of Railways,Railways,3012.3,3857.3,1181.15,41.1,Delayed,28.05,False,False,True,True,financing tie-up delays
101081,Railways Project 101081,Ministry of Railways,Railways,3968.5,4450.58,934.55,30.7,Delayed,12.15,False,False,True,True,financing tie-up delays
101082,Railways Project 101082,Ministry of Railways,Railways,4550.91,5041.18,1505.12,31.7,Delayed,10.77,False,False,True,True,delays in detailed engineering
101083,Railways Project 101083,Ministry of Railways,Railways,1570.95,2006.94,1153.13,67.1,Delayed,27.75,False,False,True,True,forest/environment clearance delays
101084,Railways Project 101084,Ministry of Railways,Railways,1256.35,1611.32,428.27,29.2,Delayed,28.25,False,False,True,True,land acquisition delays
101085,Railways Project 101085,Ministry of Railways,Railways,1870.74,2040.16,506.44,40.4,Delayed,9.06,False,False,True,True,land acquisition delays
101086,Railways Project 101086,Ministry of Railways,Railways,1722.5,1834.57,1201.22,87.7,On Track,6.51,False,False,True,True,
101087,Railways Project 101087,Ministry of Railways,Railways,1798.34,2044.22,1463.16,97.1,Delayed,13.67,False,False,True,True,geological surprises
101088,Railways Project 101088,Ministry of Railways,Railways,2984.65,3109.3,669.37,32.3,Delayed,4.18,False,False,True,True,geological surprises
101089,Railways Project 101089,Ministry of Railways,Railways,1825.81,2495.29,810.72,45.2,Delayed,36.67,False,False,True,True,scope changes and structural revisions
101090,Railways Project 101090,Ministry of Railways,Railways,9322.15,10394.75,1694.57,22.2,Critical,11.51,False,False,True,True,financing tie-up delays
101091,Railways Project 101091,Ministry of Railways,Railways,1721.76,2082.15,904.37,62.4,Delayed,20.93,False,False,True,True,land acquisition delays
101092,Railways Project 101092,Ministry of Railways,Railways,1062.52,1189.27,544.94,58.3,Delayed,11.93,False,False,True,True,forest/environment clearance delays
101093,Railways Project 101093,Ministry of Railways,Railways,5897.17,6755.06,4129.56,82.6,Delayed,14.55,False,False,True,True,land acquisition delays
101094,Railways Project 101094,Ministry of Railways,Railways,5296.46,5571.27,1381.47,32.0,Delayed,5.19,False,False,True,True,land acquisition delays
101095,Railways Project 101095,Ministry of Railways,Railways,1755.25,1727.93,975.6,62.5,On Track,-1.56,False,False,True,True,
101096,Railways Project 101096,Ministry of Railways,Railways,884.51,915.72,724.33,99.7,Completed,3.53,False,False,True,True,
101097,Railways Project 101097,Ministry of Railways,Railways,2682.02,2897.25,1551.46,62.8,On Track,8.02,False,False,True,True,
101098,Railways Project 101098,Ministry of Railways,Railways,6471.29,7777.64,2180.11,34.4,Delayed,20.19,False,False,True,True,financing tie-up delays
101099,Railways Project 101099,Ministry of Railways,Railways,2294.58,2721.74,1883.39,79.3,Delayed,18.62,False,False,True,True,contractual disputes and arbitration
101100,Railways Project 101100,Ministry of Railways,Railways,5091.63,6030.89,3775.66,74.0,Delayed,18.45,False,False,True,True,forest/environment clearance delays
101101,Railways Project 101101,Ministry of Railways,Railways,2078.63,2491.21,472.22,25.5,Delayed,19.85,False,False,True,True,forest/environment clearance delays
101102,Railways Project 101102,Ministry of Railways,Railways,824.17,993.91,308.89,33.5,Delayed,20.6,False,False,True,True,scope changes and structural revisions
101103,Railways Project 101103,Ministry of Railways,Railways,4615.44,5104.7,3613.6,89.5,Delayed,10.6,False,False,True,True,land acquisition delays
101104,Railways Project 101104,Ministry of Railways,Railways,5358.49,6283.44,2219.64,54.2,Delayed,17.26,False,False,True,True,tendering and ordering delays
101105,Railways Project 101105,Ministry of Railways,Railways,1416.54,1791.92,1174.3,75.9,Delayed,26.5,False,False,True,True,delays in detailed engineering
101106,Railways Project 101106,Ministry of Railways,Railways,2448.02,2740.95,1201.17,62.5,Delayed,11.97,False,False,True,True,land acquisition delays
101107,Railways Project 101107,Ministry of Railways,Railways,4364.17,4620.76,2635.73,68.8,On Track,5.88,False,False,True,True,
101108,Railways Project 101108,Ministry of Railways,Railways,2196.28,2349.8,1381.74,80.1,On Track,6.99,False,False,True,True,
101109,Railways Project 101109,Ministry of Railways,Railways,4609.82,4313.79,2438.91,77.2,On Track,-6.42,False,False,True,True,
101110,Railways Project 101110,Ministry of Railways,Railways,2129.68,2495.14,1973.66,99.6,Completed,17.16,False,False,True,True,
101111,Railways Project 101111,Ministry of Railways,Railways,1890.98,2466.72,1390.64,83.3,Delayed,30.45,False,False,True,True,delays in detailed engineering
101112,Railways Project 101112,Ministry of Railways,Railways,6268.97,7604.74,3024.47,44.7,Delayed,21.31,False,False,True,True,contractual disputes and arbitration
101113,Railways Project 101113,Ministry of Railways,Railways,3135.58,3522.61,1238.39,46.9,Delayed,12.34,False,False,True,True,land acquisition delays
101114,Railways Project 101114,Ministry of Railways,Railways,6485.64,6136.43,3730.85,81.9,On Track,-5.38,True,False,True,True,
